id,birth_year,sex,parental_education,childhood_sep,region,migration_background,baseline_health_18,income_32_eur,self_rated_health_32,mental_health_score_32,employment_status_32,emp_18,emp_19,emp_20,emp_21,emp_22,emp_23,emp_24,emp_25,emp_26,emp_27,emp_28,emp_29,emp_30,fam_18,fam_19,fam_20,fam_21,fam_22,fam_23,fam_24,fam_25,fam_26,fam_27,fam_28,fam_29,fam_30,house_18,house_19,house_20,house_21,house_22,house_23,house_24,house_25,house_26,house_27,house_28,house_29,house_30
701,1994,male,low,1,eastern_northern_finland,0,4,26700,3,14.1,part_time,education,unemployed,unemployed,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting
702,1993,female,high,3,southern_finland,0,4,57700,3,6.5,full_time,education,full_time,education,unemployed,unemployed,part_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
703,1994,female,low,2,eastern_northern_finland,0,3,37500,3,4.7,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,part_time,full_time,full_time,inactive_care,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
704,1991,female,medium,3,western_finland,0,4,49400,5,4.7,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,inactive_care,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
705,1994,female,low,1,southern_finland,0,3,39400,3,10.6,full_time,full_time,education,unemployed,part_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
706,1991,female,low,4,southern_finland,0,5,43300,5,13.2,full_time,education,education,part_time,part_time,full_time,inactive_care,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied
707,1992,female,medium,3,capital_region,1,3,46800,3,2.9,full_time,education,education,education,unemployed,full_time,part_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
708,1990,male,low,2,eastern_northern_finland,1,2,38100,1,0.4,full_time,education,education,education,part_time,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,unemployed,single_no_child,single_no_child,single_no_child,single_parent,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,owner_occupied,owner_occupied,owner_occupied,owner_occupied
709,1991,male,medium,3,capital_region,0,3,49000,2,10.3,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_with_child,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
710,1992,female,low,4,western_finland,0,4,36500,4,7.6,full_time,education,unemployed,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting
711,1991,male,medium,2,southern_finland,0,4,38500,3,4.7,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,renting,renting,renting,renting,renting
712,1991,female,high,5,capital_region,0,4,54200,4,4.6,full_time,education,education,education,education,part_time,full_time,full_time,part_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,owner_occupied,owner_occupied,owner_occupied
713,1994,male,medium,4,western_finland,1,5,35000,4,1.8,full_time,education,education,unemployed,part_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,single_parent,single_parent,single_parent,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
714,1990,male,medium,2,capital_region,0,4,54700,5,5.2,unemployed,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,unemployed,single_no_child,single_no_child,single_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
715,1990,male,high,2,eastern_northern_finland,1,4,55800,4,7.7,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,other_temporary,other_temporary,renting
716,1991,female,medium,2,capital_region,0,4,58900,5,10.1,full_time,education,education,full_time,full_time,full_time,full_time,full_time,part_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,other_temporary,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
717,1994,female,high,3,southern_finland,0,3,37300,3,4.1,full_time,education,education,education,unemployed,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
718,1990,female,low,2,western_finland,0,3,29900,2,7.5,full_time,education,education,unemployed,part_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
719,1992,female,high,3,capital_region,0,3,37500,1,7.8,full_time,full_time,education,full_time,full_time,full_time,full_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied
720,1993,female,medium,3,southern_finland,0,4,34400,5,7.4,full_time,education,education,education,unemployed,unemployed,part_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,renting,renting,renting,renting,renting
721,1994,male,high,5,western_finland,0,5,40900,4,2.0,full_time,education,education,unemployed,part_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,part_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
722,1992,female,high,4,western_finland,1,5,42200,4,4.5,full_time,unemployed,education,unemployed,full_time,full_time,part_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting
723,1994,female,high,5,western_finland,0,4,55700,5,1.3,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied
724,1991,male,high,5,capital_region,0,4,54200,4,6.8,full_time,education,education,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,single_parent,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
725,1994,male,low,1,eastern_northern_finland,0,5,47400,4,8.9,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
726,1994,female,medium,2,southern_finland,0,4,51300,4,6.7,inactive_care,education,education,education,part_time,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting
727,1992,female,low,3,capital_region,0,3,39200,1,9.5,full_time,education,education,education,unemployed,unemployed,part_time,part_time,full_time,full_time,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
728,1990,female,high,3,eastern_northern_finland,0,4,52200,4,3.0,full_time,education,education,education,education,education,full_time,full_time,unemployed,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
729,1992,male,high,3,western_finland,0,4,29200,3,6.0,full_time,education,education,unemployed,part_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,inactive_care,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_with_child,partnered_with_child,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting
730,1991,female,medium,3,southern_finland,0,4,41700,3,12.3,full_time,education,inactive_care,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
731,1993,male,high,3,southern_finland,0,4,51700,3,7.8,full_time,education,education,education,part_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
732,1993,male,high,3,capital_region,0,4,17300,2,12.5,unemployed,education,inactive_care,full_time,unemployed,part_time,unemployed,unemployed,inactive_care,part_time,unemployed,unemployed,unemployed,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,partnered_with_child,partnered_with_child,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
733,1991,female,high,5,southern_finland,0,3,61400,3,6.7,full_time,education,education,education,unemployed,education,full_time,full_time,part_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied
734,1993,female,high,5,capital_region,0,5,52700,5,4.6,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,part_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
735,1992,female,high,3,eastern_northern_finland,0,5,60400,5,2.2,full_time,education,education,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,parental_home,parental_home,other_temporary,other_temporary,renting,renting,renting,renting,renting,renting,renting,renting,renting
736,1991,female,medium,3,eastern_northern_finland,0,3,33400,2,9.9,full_time,education,education,full_time,full_time,unemployed,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting
737,1993,male,high,3,southern_finland,0,2,37900,2,2.3,full_time,education,education,education,unemployed,part_time,part_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied
738,1992,male,medium,3,eastern_northern_finland,0,3,19000,3,7.3,full_time,education,education,unemployed,full_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
739,1994,female,medium,3,western_finland,0,2,34600,2,10.8,full_time,education,education,full_time,full_time,full_time,unemployed,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,single_parent,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
740,1992,male,low,3,western_finland,0,4,44600,4,9.3,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting
741,1990,female,high,4,southern_finland,1,4,24000,3,8.8,full_time,education,unemployed,unemployed,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,parental_home,parental_home,renting,renting,renting,other_temporary,other_temporary,renting,renting,renting,renting,renting,renting
742,1994,male,high,3,western_finland,0,3,32600,1,12.1,inactive_care,education,unemployed,part_time,full_time,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,renting,renting,renting,renting,renting,renting
743,1993,female,medium,1,southern_finland,0,2,39300,2,7.8,full_time,education,education,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting
744,1990,male,medium,3,capital_region,0,3,28400,4,3.7,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary
745,1991,male,high,3,western_finland,0,5,30400,4,3.2,full_time,education,full_time,education,unemployed,unemployed,part_time,part_time,full_time,full_time,part_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied
746,1991,male,high,4,southern_finland,0,5,40400,5,1.0,full_time,unemployed,education,part_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,other_temporary,other_temporary,other_temporary,other_temporary
747,1990,female,high,5,eastern_northern_finland,0,3,61700,3,1.8,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
748,1992,male,medium,2,capital_region,0,2,22600,1,7.0,full_time,education,education,unemployed,part_time,full_time,part_time,full_time,inactive_care,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,renting,renting,renting,renting,renting,renting
749,1991,male,low,3,capital_region,0,4,46200,5,4.5,full_time,education,education,education,unemployed,unemployed,part_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting
750,1994,female,low,1,southern_finland,0,3,18500,2,12.7,full_time,education,full_time,unemployed,unemployed,part_time,part_time,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,single_no_child,partnered_no_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary
751,1992,male,medium,2,capital_region,0,4,39300,3,11.8,full_time,education,education,unemployed,unemployed,part_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,owner_occupied,owner_occupied
752,1990,male,medium,2,southern_finland,0,4,53000,3,11.3,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting
753,1990,male,medium,3,western_finland,0,4,50300,5,8.7,full_time,education,education,full_time,full_time,full_time,full_time,full_time,part_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
754,1994,female,medium,3,western_finland,0,3,45100,2,6.2,full_time,education,education,unemployed,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,inactive_care,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting
755,1992,male,medium,2,western_finland,0,3,40000,3,14.9,full_time,education,education,unemployed,part_time,full_time,part_time,unemployed,part_time,unemployed,full_time,part_time,unemployed,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting
756,1992,male,medium,3,eastern_northern_finland,0,4,55100,3,3.8,full_time,education,education,education,part_time,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,renting,renting,renting
757,1993,female,medium,3,southern_finland,0,4,53900,3,0.5,full_time,education,education,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,unemployed,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
758,1992,male,high,3,western_finland,0,5,51800,5,3.3,full_time,education,education,education,education,education,full_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,other_temporary,other_temporary,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied
759,1994,female,low,2,southern_finland,0,4,23300,4,10.8,part_time,unemployed,unemployed,full_time,unemployed,part_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
760,1990,female,low,1,eastern_northern_finland,0,4,38700,4,7.2,inactive_care,education,unemployed,full_time,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,inactive_care,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied
761,1992,female,low,1,capital_region,1,4,51100,3,6.2,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,inactive_care,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,single_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting
762,1993,female,low,2,western_finland,0,3,43600,2,9.1,full_time,full_time,education,education,unemployed,unemployed,part_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting
